PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
438490,4,111,115,1.304312,103.899678
438491,1,5,6,1.304222,103.899616
438492,7,2,9,1.304278,103.899582
438493,52,3,55,1.304178,103.899509
438494,1,4,5,1.304232,103.899489
438495,5,3,8,1.304138,103.899417
438497,165,1,166,1.3041,103.899322
438498,3,0,3,1.298071,103.897484
438499,16,18,34,1.304048,103.899227
438500,0,4,4,1.3041,103.8992
438516,1,699,700,1.297522,103.88892
438517,4,78,82,1.297175,103.888864
438518,4,44,48,1.296819,103.888797
438534,3,194,197,1.304841,103.899453
438535,1,179,180,1.304895,103.899429
438536,0,2,2,1.299509,103.837
438537,28,0,28,1.304864,103.899354
438538,21,0,21,1.304762,103.8993
438539,8,4,12,1.304835,103.899274
438540,4,12,16,1.304723,103.899172
438542,3,7,10,1.304688,103.89908
438543,57,6,63,1.304734,103.899055
438544,3,12,15,1.30464,103.898973
438545,45,10,55,1.304694,103.898954
438561,1,552,553,1.305376,103.899238
438562,1,182,183,1.305441,103.899214
438563,1,3,4,1.305337,103.899147
438564,26,1,27,1.305391,103.899112
438565,1,0,1,1.298713,103.892668
438566,15,6,21,1.305347,103.899019
438568,10,0,10,1.305311,103.898908
438569,5,0,5,1.305228,103.898867
438570,2,0,2,1.304814,103.899376
438571,37,2,39,1.305188,103.898783
438572,0,8,8,1.305201,103.898685
438606,7,37,44,1.311517,103.894336
438607,0,3,3,1.30414,103.899291
438608,2,15,17,1.311547,103.894256
438609,1,3,4,1.311567,103.894657
438610,1088,1,1089,1.311727,103.894781
438611,245,49,294,1.311595,103.894784
438618,0,39,39,1.311629,103.894955
438620,736,142,878,1.311648,103.895053
438622,508,329,837,1.311724,103.895734
438637,1,119,120,1.311773,103.895306
438638,2,69,71,1.311661,103.896093
438639,717,31,748,1.31224,103.896011
438640,0,3,3,1.311535,103.894542
438641,253,154,407,1.312269,103.896047
438642,2,67,69,1.311717,103.896187
438643,8,7,15,1.311821,103.895532
438644,4,0,4,1.311676,103.896249
438645,1,0,1,1.305301,103.899045
438646,900,4,904,1.311888,103.896241
438648,7,673,680,1.311873,103.896174
438650,0,4,4,1.311911,103.896314
438654,4,3037,3041,1.311929,103.896388
438659,0,837,837,1.312009,103.896412
438675,82,1,83,1.311852,103.891035
438676,7,55,62,1.311795,103.89098
438677,21,0,21,1.311432,103.890191
438678,2,16,18,1.311575,103.890734
438679,6,1,7,1.311432,103.890332
438681,1,3,4,1.311434,103.890432
438683,1,0,1,1.311839,103.89562
438685,2,65,67,1.311471,103.890622
438686,328,462,790,1.311694,103.890549
438702,234,16,250,1.310149,103.897955
438703,4,2,6,1.309921,103.898364
438704,6,0,6,1.310174,103.898312
438705,124,0,124,1.310184,103.898322
438706,1,3,4,1.310405,103.898083
438707,8,0,8,1.310254,103.898496
438709,7,1,8,1.310333,103.898681
438710,1,0,1,1.311444,103.890545
438711,1,2,3,1.311639,103.89614
438712,8,2,10,1.310877,103.898359
438714,11,1,12,1.310701,103.898484
438715,43,0,43,1.310615,103.89855
438716,210,0,210,1.310562,103.898548
438717,5,8,13,1.310306,103.898501
438718,4,2,6,1.31033,103.898559
438719,106,593,699,1.310016,103.897621
438720,2,2,4,1.310345,103.898601
438721,19,0,19,1.310376,103.898672
438722,1,10,11,1.310343,103.898671
438734,9,0,9,1.31341,103.895711
438735,4,767,771,1.313302,103.895672
438736,2,228,230,1.31328,103.895704
438737,11,81,92,1.313243,103.895793
438738,4,338,342,1.313197,103.895815
438739,20,64,84,1.313153,103.895827
438740,24,341,365,1.313107,103.89583
438741,13,175,188,1.313054,103.895851
438742,4,872,876,1.313091,103.895896
438744,0,1,1,1.310776,103.897922
438745,0,3,3,1.310939,103.898298
438746,1,594,595,1.312457,103.896139
438747,1,719,720,1.310682,103.896974
438748,79,4,83,1.310762,103.89728
438749,61,6,67,1.310519,103.8974
438750,210,848,1058,1.310314,103.897415
438751,0,3,3,1.312694,103.896093
438756,4,98,102,1.309087,103.89802
438757,1,28,29,1.309021,103.898027
438758,0,26,26,1.308993,103.898049
438759,11,26,37,1.308921,103.898067
438760,78,20,98,1.308938,103.898215
438761,15,178,193,1.308863,103.898253
438762,2,116,118,1.308662,103.898176
438764,10,22,32,1.308583,103.898193
438765,1,1,2,1.305255,103.898798
438767,0,1,1,1.312826,103.896027
438768,215,0,215,1.307996,103.898463
438769,64,261,325,1.307849,103.898563
438770,0,5,5,1.307534,103.898707
438772,77,872,949,1.307039,103.898889
438773,721,291,1012,1.306344,103.898709
438774,58,356,414,1.306874,103.89895
438775,2,925,927,1.30673,103.899023
438776,51,84,135,1.306583,103.899503
438777,5,23,28,1.306491,103.899107
438778,2,13,15,1.306376,103.89915
438779,60,689,749,1.30643,103.89913
438780,4,99,103,1.306313,103.899176
438781,5,146,151,1.306227,103.899215
438782,8,19,27,1.306113,103.89927
438783,10,5,15,1.305635,103.89956
438784,7,4,11,1.304642,103.900115
438785,0,3,3,1.310314,103.897415
438786,1,8,9,1.304535,103.900148
438787,1,16,17,1.30393,103.900325
438789,21,492,513,1.308406,103.898289
438790,1,162,163,1.307266,103.898163
438791,926,359,1285,1.306591,103.898422
438792,23,2,25,1.306313,103.898536
438793,860,122,982,1.306106,103.898642
438794,1258,214,1472,1.305727,103.898061
438795,955,294,1249,1.306345,103.897803
438796,501,139,640,1.308628,103.897257
438797,246,282,528,1.309967,103.897258
438798,815,174,989,1.310036,103.897227
438803,5,1,6,1.308957,103.898386
438804,41,0,41,1.308987,103.898443
438805,20,8,28,1.309033,103.898482
438806,173,7,180,1.309014,103.898447
438807,9,27,36,1.309006,103.898378
438808,7,6,13,1.308851,103.898387
438809,3,2,5,1.309068,103.8986
438810,3,7,10,1.308913,103.898517
438811,28,19,47,1.309062,103.898692
438812,4,0,4,1.308612,103.898893
438813,0,7,7,1.309143,103.898816
438815,3,30,33,1.309179,103.898892
438816,7,1,8,1.309067,103.898799
438818,61,0,61,1.30918,103.899012
438819,6,0,6,1.309256,103.899189
438835,6,5,11,1.307849,103.898563
438837,2,1,3,1.304588,103.900105
438838,1,6,7,1.307848,103.898562
438839,1,279,280,1.307848,103.898562
438840,27,4,31,1.307463,103.899367
438855,5,62,67,1.307992,103.899228
438857,7,0,7,1.308105,103.899154
438858,0,9,9,1.308144,103.899144
438859,67,1,68,1.308012,103.899317
438860,10,15,25,1.308395,103.899034
438861,5,22,27,1.308043,103.899396
438862,1,2,3,1.307848,103.898562
438863,5,33,38,1.308103,103.899553
438864,0,4,4,1.308146,103.899471
438865,97,2,99,1.308164,103.899711
438866,208,4,212,1.308259,103.899609
438867,48,2,50,1.308224,103.899868
438868,1,38,39,1.308154,103.899632
438869,97,0,97,1.308285,103.900026
438870,2,4,6,1.308229,103.899829
438871,2,5,7,1.307959,103.898972
438872,2,1,3,1.308362,103.8991
438873,12,31,43,1.308295,103.900016
438887,5,802,807,1.311205,103.893836
438888,3,3,6,1.31121,103.893736
438889,0,3,3,1.308017,103.898986
438890,1,0,1,1.308205,103.898401
438891,5,3,8,1.311202,103.893484
438892,1,0,1,1.311201,103.893574
438893,0,4,4,1.311343,103.893718
438894,20,0,20,1.311343,103.893718
438896,0,3,3,1.311206,103.89365
438897,1,1,2,1.308532,103.898238
438898,78,101,179,1.311203,103.893043
438899,0,5,5,1.311341,103.893384
438900,2,16,18,1.31134,103.893383
438901,9,2,11,1.31134,103.893383
438902,38,0,38,1.31134,103.893383
438903,30,19,49,1.31134,103.893383
438905,1,2,3,1.311343,103.893718
438906,83,1,84,1.311341,103.892949
438907,8,22,30,1.3112,103.892602
438908,3,2,5,1.311329,103.892824
438909,0,2,2,1.311343,103.893718
438910,3,0,3,1.31117,103.892853
438911,1,3,4,1.311433,103.89265
438912,0,2,2,1.311205,103.892417
438913,1,8,9,1.31135,103.892262
438914,1,2,3,1.311457,103.892751
438915,0,5,5,1.31135,103.892262
438916,20,11,31,1.311205,103.892293
438917,7,0,7,1.311129,103.891543
438919,0,2,2,1.31135,103.892262
438920,242,0,242,1.311202,103.893323
438934,19,1218,1237,1.312586,103.89402
438935,107,6,113,1.312553,103.893815
438936,4,23,27,1.312453,103.893282
438937,2,7,9,1.312463,103.893152
438938,6,20,26,1.312532,103.893672
438940,10,12,22,1.312536,103.893472
438941,5,0,5,1.312547,103.893426
438942,0,1,1,1.311344,103.89372
438944,0,2,2,1.31118,103.892739
438945,65,0,65,1.312548,103.893227
438946,1,16,17,1.312513,103.892997
438947,0,3,3,1.31135,103.892262
438948,45,0,45,1.312397,103.892671
438949,0,1,1,1.312546,103.893425
438950,0,2,2,1.312291,103.893004
438951,367,6,373,1.312468,103.893059
438966,3,0,3,1.31245,103.89273
438967,0,18,18,1.304921,103.895839
438968,64,2,66,1.304823,103.895825
438969,52,9,61,1.304806,103.895646
438970,3,31,34,1.304912,103.895551
438971,29,11,40,1.30479,103.895491
438972,4,1,5,1.304803,103.895206
438973,0,2,2,1.312407,103.892454
438974,1,0,1,1.312373,103.892526
438975,4,11,15,1.304912,103.89536
438976,17,0,17,1.304769,103.894738
438978,49,0,49,1.304761,103.89463
438980,87,4,91,1.30479,103.894757
438981,9,0,9,1.304701,103.894355
438982,12,4,16,1.304784,103.894669
438983,26,2,28,1.304684,103.89414
438984,81,0,81,1.304677,103.894069
438985,0,1,1,1.304777,103.894845
438986,145,0,145,1.30466,103.893854
438987,92,1,93,1.304764,103.894191
438989,0,1,1,1.304757,103.894317
438990,14,0,14,1.304627,103.893424
438991,9,0,9,1.304754,103.89402
438992,6,9,15,1.304747,103.893893
438993,8,0,8,1.304746,103.893792
438994,1,7,8,1.304506,103.8928
438996,4,4,8,1.304492,103.892598
438997,11,2,13,1.304739,103.893605
438998,1,0,1,1.304756,103.894116
438999,166,0,166,1.304494,103.892253
439001,2,1,3,1.304828,103.896003
439002,3,0,3,1.304494,103.892253
439003,6,2,8,1.304468,103.89185
439004,1,3,4,1.304467,103.891849
439005,42,3,45,1.304467,103.891849
439007,2,0,2,1.30489,103.895232
439008,1,0,1,1.304495,103.892254
439010,7,23,30,1.30444,103.891445
439011,8,0,8,1.30444,103.891445
439012,679,24,703,1.305368,103.890726
439013,7,16,23,1.304163,103.891475
439014,16,24,40,1.304205,103.89109
439016,26,4,30,1.304354,103.889666
439017,12,0,12,1.303899,103.88947
439018,7,6,13,1.304007,103.889266
439020,37,0,37,1.303943,103.88911
439021,26,30,56,1.304606,103.890168
439022,6,7,13,1.304011,103.888887
439023,7,0,7,1.304511,103.889867
439024,32,2,34,1.304541,103.889731
439025,13,9,22,1.304505,103.889629
439027,27,0,27,1.304458,103.889403
439028,12,9,21,1.304449,103.889057
439029,6,0,6,1.304407,103.888646
439030,1,0,1,1.304216,103.891855
439031,3,0,3,1.304732,103.893439
439032,1,0,1,1.304406,103.888645
439033,12,3,15,1.304308,103.888319
439034,3,9,12,1.304318,103.888185
439035,6,0,6,1.303875,103.887622
439036,3,0,3,1.304406,103.888645
439037,88,0,88,1.303861,103.887282
439039,156,0,156,1.303805,103.887011
439040,8,6,14,1.304198,103.886962
439041,8,1,9,1.303838,103.886737
439042,3,0,3,1.303896,103.887491
439043,14,0,14,1.303849,103.886568
439044,9,18,27,1.304192,103.886501
439045,2,0,2,1.304717,103.893338
439046,4,0,4,1.303769,103.886457
439047,1,15,16,1.304258,103.886054
439048,6,0,6,1.3038,103.886109
439049,9,0,9,1.30374,103.885941
439050,10,45,55,1.304182,103.885631
439051,39,756,795,1.303907,103.885721
439052,4,134,138,1.30378,103.885763
439053,2604,1000,3604,1.30444,103.885325
439057,3,28,31,1.304454,103.891124
439058,54,0,54,1.304454,103.891124
439059,0,1,1,1.304406,103.888645
439060,2,3,5,1.30476,103.894629
439061,15,0,15,1.304659,103.893853
439063,32,8,40,1.304436,103.890041
439064,81,47,128,1.304406,103.889952
439065,105,92,197,1.304226,103.890668
439066,53,3,56,1.303829,103.886291
439067,0,10,10,1.304419,103.890322
439068,33,3,36,1.304419,103.890322
439069,987,1430,2417,1.300196,103.885147
439075,7,94,101,1.300203,103.885647
439077,14,78,92,1.299584,103.885651
439078,20,0,20,1.299461,103.886176
439079,94,2,96,1.299394,103.886568
439080,1,1,2,1.304194,103.886363
439081,76,7,83,1.299401,103.887288
439082,2,0,2,1.299426,103.886991
439083,19,1238,1257,1.299259,103.885891
439084,33,5,38,1.299313,103.885973
439085,1,8,9,1.299197,103.886459
439086,0,13,13,1.299219,103.886835
439087,1,23,24,1.2992,103.886697
439088,1107,73,1180,1.299534,103.885359
439089,811,404,1215,1.299148,103.884952
439090,9,1739,1748,1.298728,103.885054
439091,1,25,26,1.298741,103.884969
439092,273,0,273,1.298745,103.884906
439093,0,1,1,1.304676,103.894068
439094,1,0,1,1.298751,103.884832
439096,0,2,2,1.299509,103.837
439097,0,9,9,1.298898,103.884655
439098,1,8,9,1.298501,103.884625
439099,0,1,1,1.298751,103.884773
439100,0,1,1,1.298519,103.884701
439103,0,1,1,1.298658,103.884707
439105,0,27,27,1.298585,103.885183
439107,6,65,71,1.299509,103.837
439172,11,99,110,1.29497,103.889913
439173,6,710,716,1.294612,103.87584
439174,35,95,130,1.299509,103.837
439188,12,444,456,1.308683,103.890521
439189,3,324,327,1.308814,103.891209
439190,12,206,218,1.309427,103.893126
439191,1,9,10,1.309454,103.893237
439192,206,179,385,1.309575,103.893739
439193,1125,456,1581,1.309794,103.894641
439196,0,37,37,1.309517,103.894781
439197,1,85,86,1.309517,103.894781
439198,655,156,811,1.309808,103.895054
439199,6,235,241,1.309505,103.894972
439201,18,0,18,1.309507,103.895117
439202,1,0,1,1.298593,103.885047
439203,5,11,16,1.309486,103.895556
439204,529,782,1311,1.309794,103.895512
439205,1,20,21,1.309477,103.895721
439207,2,0,2,1.298866,103.884723
439208,6,3,9,1.310078,103.895956
439209,8,0,8,1.310109,103.89603
439210,1,5,6,1.310123,103.896099
439211,8,0,8,1.310125,103.896184
439212,0,2,2,1.310015,103.895901
439213,5,0,5,1.310167,103.896341
439215,3,4,7,1.310184,103.89641
439216,0,2,2,1.31015,103.896258
439218,0,11,11,1.310184,103.89641
439219,1166,13,1179,1.310132,103.896456
439220,2,75,77,1.310122,103.896413
439221,7,578,585,1.310118,103.896369
439222,2,88,90,1.310109,103.896322
439223,5,198,203,1.310094,103.896256
439224,1,58,59,1.310087,103.896202
439225,3,143,146,1.310076,103.896142
439226,2,59,61,1.310066,103.896099
439227,8,122,130,1.310049,103.896035
439228,4,136,140,1.310025,103.895995
439230,2,296,298,1.309567,103.897899
439231,1,237,238,1.30927,103.898025
439232,8,31,39,1.309543,103.898161
439233,1,29,30,1.309548,103.898451
439234,3,22,25,1.30957,103.898725
439235,28,577,605,1.309387,103.898997
439236,0,30,30,1.309523,103.898976
439237,67,998,1065,1.309248,103.899272
439238,3,848,851,1.309397,103.89955
439239,2,479,481,1.309222,103.900224
439240,2,394,396,1.309694,103.900454
439241,33,355,388,1.309655,103.901081
439242,23,64,87,1.309485,103.893435
439243,3,86,89,1.309493,103.895248
439244,2,0,2,1.310184,103.89641
439245,3,13,16,1.309211,103.900768
439257,4,127,131,1.308932,103.894806
439258,0,7,7,1.308854,103.895017
439259,2,23,25,1.308934,103.895072
439260,1,3,4,1.30887,103.895173
439261,0,8,8,1.308947,103.895312
439262,0,10,10,1.308885,103.895329
439263,4,2,6,1.308953,103.895439
439264,26,1,27,1.3089,103.895484
439265,2,9,11,1.308969,103.895568
439266,0,4,4,1.308915,103.89564
439267,7,0,7,1.308976,103.895665
439268,2,17,19,1.308931,103.895796
439269,58,1,59,1.308976,103.895728
439270,2,1,3,1.304169,103.886644
439271,4,100,104,1.309041,103.89606
439272,7,36,43,1.308631,103.895897
439273,53,9,62,1.308914,103.895639
439274,6,27,33,1.308946,103.895258
439275,67,331,398,1.308832,103.894783
439289,13,28,41,1.298394,103.894714
439290,3,0,3,1.308946,103.895952
439291,64,3,67,1.299742,103.894135
439292,1,0,1,1.309492,103.895396
439293,1,37,38,1.29847,103.894685
439294,21,25,46,1.300127,103.894021
439295,6,28,34,1.298569,103.89467
439296,108,16,124,1.30053,103.893914
439297,3,430,433,1.300636,103.893874
439298,6,24,30,1.298683,103.894628
439299,2,0,2,1.309937,103.891328
439300,9,10,19,1.298788,103.894589
439301,1,89,90,1.298867,103.894567
439302,208,2,210,1.302273,103.893549
439303,1,2,3,1.299626,103.894159
439304,21,0,21,1.302518,103.893564
439305,7,0,7,1.302572,103.893591
439306,11,15,26,1.302691,103.89354
439307,2,5,7,1.302734,103.893524
439308,13,1,14,1.302981,103.893346
439309,1,3,4,1.302992,103.893557
439310,0,25,25,1.303728,103.893193
439311,2,0,2,1.301649,103.893461
439312,50,0,50,1.303472,103.892953
439313,21,19,40,1.303673,103.892846
439314,0,1,1,1.29988,103.89407
439315,0,8,8,1.304802,103.893145
439316,12,0,12,1.304906,103.893125
439317,7,0,7,1.304177,103.892823
439318,38,0,38,1.305098,103.893113
439319,141,0,141,1.305207,103.893112
439320,2,7,9,1.305337,103.893095
439321,26,10,36,1.305392,103.89309
439323,2,0,2,1.303734,103.893279
439324,2,8,10,1.305896,103.89331
439325,2,5,7,1.30607,103.893124
439326,1,1,2,1.305604,103.893091
439327,3,3,6,1.306411,103.893255
439329,0,1,1,1.304762,103.893129
439330,10,0,10,1.306281,103.890455
439331,11,1,12,1.306275,103.890342
439334,3,1,4,1.306752,103.892795
439335,25,3,28,1.306704,103.892634
439336,27,8,35,1.30671,103.892467
439339,1,9,10,1.306663,103.892326
439340,1,0,1,1.30629,103.890559
439342,1,0,1,1.306656,103.892262
439343,1,5,6,1.306505,103.890773
439344,16,5,21,1.306599,103.890771
439345,1,10,11,1.306557,103.890563
439346,0,5,5,1.306512,103.890565
439347,2,6,8,1.306445,103.890551
439348,64,10,74,1.306409,103.890556
439349,2,0,2,1.306268,103.893092
439350,6,1,7,1.306626,103.891547
439351,0,5,5,1.308727,103.892847
439352,4,98,102,1.30897,103.892807
439353,4,1,5,1.308142,103.892638
439354,8,0,8,1.308192,103.892645
439355,159,0,159,1.308249,103.892645
439356,1,4,5,1.308299,103.892627
439357,0,1,1,1.306666,103.891423
439358,0,1,1,1.306675,103.892185
439359,1,7,8,1.308469,103.892634
439360,3,20,23,1.308544,103.892631
439361,25,3,28,1.308598,103.892633
439363,0,1,1,1.306647,103.89209
439364,0,1,1,1.308694,103.892613
439365,2,298,300,1.308806,103.892614
439366,24,4,28,1.306612,103.891836
439367,1,2,3,1.302391,103.893496
439368,0,2,2,1.306652,103.891615
439369,6,3,9,1.306652,103.891939
439370,3,6,9,1.301472,103.893757
439371,3,6,9,1.301645,103.893719
439372,16,1,17,1.304714,103.887175
439373,3,0,3,1.30664,103.891735
439374,7,1,8,1.30488,103.887306
439375,4,1,5,1.304752,103.887321
439376,2,3,5,1.30462,103.887344
439378,3,0,3,1.304857,103.886955
439379,4,4,8,1.304313,103.887314
439380,0,1,1,1.308749,103.892609
439381,6,0,6,1.304475,103.887315
439382,60,3,63,1.305251,103.887183
439383,20,5,25,1.304532,103.887187
439384,3,14,17,1.304369,103.8872
439385,1,0,1,1.304984,103.887183
439386,25,1,26,1.305146,103.88726
439387,6,3,9,1.305189,103.887257
439388,0,1,1,1.305001,103.887277
439398,9,8,17,1.299672,103.892079
439399,3,0,3,1.304389,103.88732
439400,54,0,54,1.299454,103.892141
439401,1,1,2,1.306669,103.89198
439403,6,0,6,1.299335,103.891967
439404,2,3,5,1.299185,103.892013
439406,0,2,2,1.299568,103.891879
439407,7,0,7,1.299462,103.891652
439421,66,91,157,1.311891,103.894991
439422,816,74,890,1.312057,103.895111
439423,1266,311,1577,1.312019,103.895453
439424,565,12,577,1.312519,103.894906
439425,2,24,26,1.312486,103.894868
439426,1,41,42,1.312472,103.894801
439431,423,421,844,1.312656,103.895289
439442,183,106,289,1.312674,103.895673
439443,74,858,932,1.312716,103.895923
439444,414,112,526,1.312505,103.894566
439445,448,260,708,1.312354,103.894609
439459,6,3,9,1.298239,103.891081
439460,21,0,21,1.298305,103.891145
439462,3,3,6,1.297451,103.891216
439463,0,2,2,1.299645,103.891813
439464,1,0,1,1.304951,103.887292
439465,1,1,2,1.297345,103.891157
439466,215,15,230,1.298681,103.89094
439467,6,18,24,1.298725,103.89094
439468,35,3,38,1.298626,103.890949
439469,1,0,1,1.298589,103.891075
439470,4,0,4,1.298783,103.891092
439471,8,20,28,1.299147,103.890917
439472,0,1,1,1.298843,103.890929
439473,24,4,28,1.299276,103.890856
439474,1,1,2,1.298644,103.891075
439475,26,0,26,1.298991,103.891383
439476,199,31,230,1.299809,103.890687
439477,0,2,2,1.299458,103.890588
439479,1,0,1,1.299204,103.89086
439480,18,199,217,1.299711,103.891063
439481,65,64,129,1.300335,103.89097
439482,8,0,8,1.300454,103.890926
439483,58,3,61,1.300597,103.890894
439484,25,3,28,1.300694,103.890872
439485,126,8,134,1.300864,103.890853
439486,12,1,13,1.301188,103.890575
439487,2,8,10,1.30154,103.890812
439488,5,0,5,1.30171,103.890415
439490,1,4,5,1.301955,103.89069
439491,30,3,33,1.303085,103.890101
439494,28,0,28,1.303954,103.889995
439496,5,20,25,1.305215,103.890074
439497,12,5,17,1.305302,103.890389
439498,10,36,46,1.305778,103.89001
439499,1,103,104,1.305851,103.890025
439500,117,52,169,1.305956,103.889999
439501,1236,163,1399,1.305812,103.88968
439502,29,28,57,1.306025,103.889998
439503,10,0,10,1.302925,103.890149
439504,3,1,4,1.303014,103.89061
439505,4,4,8,1.30477,103.889976
439506,2,7,9,1.304018,103.890595
439507,4,1,5,1.302213,103.890322
439508,18,10,28,1.302213,103.890322
439509,8,1,9,1.302593,103.890267
439510,32,29,61,1.302489,103.890332
439511,6,1,7,1.302213,103.890322
439512,5,32,37,1.300376,103.890562
439513,0,1,1,1.299521,103.891105
439514,1,0,1,1.300502,103.890573
439515,53,1,54,1.297735,103.891144
439517,1,0,1,1.300645,103.890515
439518,10,8,18,1.305728,103.890463
439519,0,12,12,1.305611,103.890233
439520,5,0,5,1.305725,103.890517
439522,0,3,3,1.29978,103.891797
439524,7,2,9,1.305722,103.89065
439540,1,6,7,1.304121,103.896009
439541,11,0,11,1.30397,103.89614
439542,2,7,9,1.303927,103.896009
439543,5,0,5,1.303699,103.896006
439544,42,2,44,1.303668,103.895848
439545,12,0,12,1.303909,103.895873
439546,7,18,25,1.304239,103.895805
439547,18,0,18,1.303922,103.895606
439548,13,0,13,1.304084,103.895754
439549,14,4,18,1.303876,103.895362
439551,2,0,2,1.299129,103.891129
439552,7,5,12,1.303859,103.894822
439553,3,1,4,1.304046,103.895429
439554,19,1,20,1.303847,103.894744
439555,9,3,12,1.304017,103.895221
439556,2,0,2,1.303877,103.894947
439558,4,0,4,1.304028,103.894911
439559,3,0,3,1.30573,103.890591
439561,7,18,25,1.304142,103.894807
439562,9,0,9,1.304024,103.894747
439565,171,0,171,1.304033,103.894634
439566,4,2,6,1.304002,103.894505
439567,65,22,87,1.303792,103.89389
439569,28,4,32,1.304131,103.894384
439570,31,0,31,1.30378,103.893752
439571,98,1,99,1.30398,103.894253
439572,1,2,3,1.303816,103.894426
439573,8,0,8,1.303757,103.893574
439574,19,9,28,1.303913,103.894012
439575,1,0,1,1.300811,103.89086
439576,54,28,82,1.304104,103.893913
439578,2,7,9,1.303873,103.893648
439579,7,0,7,1.303931,103.893657
439580,36,0,36,1.304043,103.893546
439581,3,1,4,1.304073,103.893336
439582,1,6,7,1.303843,103.893025
439583,1,0,1,1.303734,103.893367
439584,0,3,3,1.303752,103.893699
439585,2,0,2,1.303808,103.894322
439586,8,0,8,1.303652,103.892387
439588,177,16,193,1.303806,103.892641
439589,7,0,7,1.30365,103.892025
439590,8,7,15,1.303801,103.892342
439591,1,0,1,1.304011,103.892917
439592,3,0,3,1.303668,103.892509
439593,88,0,88,1.303793,103.892215
439594,202,0,202,1.303622,103.891482
439595,2,7,9,1.303761,103.892045
439596,5,3,8,1.30359,103.891352
439597,4,0,4,1.303758,103.891907
439599,37,0,37,1.303568,103.891101
439600,15,0,15,1.303732,103.891669
439601,1,1,2,1.303957,103.89284
439602,1,8,9,1.30351,103.890781
439603,39,0,39,1.303712,103.891409
439604,3,0,3,1.303639,103.891627
439605,1,0,1,1.303566,103.891777
439606,5,0,5,1.303694,103.891106
439607,13,0,13,1.303869,103.890856
439608,7,0,7,1.303693,103.890962
439609,22,0,22,1.303666,103.890524
439611,4,1,5,1.30343,103.889537
439612,2,0,2,1.303724,103.89157
439613,1,7,8,1.303709,103.890187
439614,4,3,7,1.303384,103.8892
439615,2,4,6,1.303714,103.889982
439616,18,8,26,1.30337,103.889005
439617,50,0,50,1.303589,103.889799
439618,12,0,12,1.303362,103.888818
439619,21,2,23,1.303356,103.888652
439620,34,14,48,1.30356,103.889541
439621,0,2,2,1.303417,103.889428
439622,4,4,8,1.303535,103.889247
439623,4,0,4,1.303322,103.888379
439624,2,6,8,1.303086,103.888392
439625,0,1,1,1.30325,103.89069
439626,6,0,6,1.303468,103.888744
439627,25,0,25,1.303417,103.887666
439628,28,0,28,1.303232,103.887663
439629,0,2,2,1.303339,103.888545
439630,21,1,22,1.30357,103.88749
439631,34,0,34,1.302909,103.887415
439632,4,6,10,1.303568,103.88728
439633,4,0,4,1.303174,103.887018
439634,2,2,4,1.303307,103.886988
439635,32,7,39,1.303505,103.886769
439636,3,12,15,1.303205,103.886766
439637,213,7,220,1.303276,103.886494
439638,19,14,33,1.303285,103.886325
439639,58,0,58,1.303172,103.886416
439640,16,6,22,1.303271,103.885961
439641,2,5,7,1.302957,103.886357
439642,10,58,68,1.303468,103.885755
439643,42,7,49,1.302975,103.886069
439644,63,2,65,1.303922,103.893489
439645,52,10,62,1.303646,103.89226
439646,37,0,37,1.303626,103.892149
439647,200,0,200,1.303196,103.886713
439648,10,10,20,1.303195,103.886635
439649,3,2,5,1.303637,103.891948
439652,19,6,25,1.30355,103.890968
439653,42,3,45,1.303485,103.890018
439654,2,0,2,1.30323,103.887524
439655,0,5,5,1.303477,103.890135
439656,22,3,25,1.302961,103.887278
439657,2,0,2,1.303466,103.889871
439658,19,0,19,1.303784,103.892505
439659,22,5,27,1.302381,103.896513
439660,0,35,35,1.302781,103.896451
439661,7,3,10,1.302367,103.896226
439662,1,0,1,1.303509,103.889021
439664,3,3,6,1.302647,103.895913
439665,0,1,1,1.302715,103.896088
439666,1,2,3,1.303709,103.891284
439667,1,0,1,1.302363,103.89593
439669,32,16,48,1.302272,103.895514
439670,0,17,17,1.302625,103.896451
439672,40,19,59,1.302368,103.895311
439674,24,0,24,1.302345,103.895051
439675,8,1,9,1.302218,103.895189
439676,72,1,73,1.302289,103.894796
439677,3,0,3,1.302532,103.895888
439678,1,1,2,1.303276,103.886093
439679,13,0,13,1.302158,103.89488
439680,1,3,4,1.302196,103.894468
439681,3,1,4,1.301981,103.894749
439682,1,0,1,1.302306,103.895767
439683,22,0,22,1.302088,103.894581
439684,8,0,8,1.30215,103.894186
439687,4,0,4,1.302002,103.894195
439688,0,2,2,1.302236,103.894627
439689,80,0,80,1.301975,103.894104
439690,0,3,3,1.302188,103.895039
439691,1,1,2,1.302083,103.893885
439692,14,0,14,1.301582,103.893243
439693,0,2,2,1.301837,103.893762
439694,4,0,4,1.301571,103.893068
439695,59,0,59,1.301891,103.893039
439696,30,1,31,1.301778,103.892836
439698,2,4,6,1.301853,103.892879
439699,1,0,1,1.302121,103.894724
439702,58,10,68,1.301709,103.892538
439703,0,1,1,1.301768,103.892718
439704,7,0,7,1.301632,103.892321
439705,7,1,8,1.301588,103.892012
439706,10,0,10,1.301662,103.891788
439707,1,0,1,1.301822,103.892593
439708,2,0,2,1.302101,103.89314
439709,1,20,21,1.30147,103.89135
439710,14,0,14,1.301579,103.891442
