PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
058610,7,157,164,1.283324,103.843318
058611,15,886,901,1.283352,103.843265
058613,5,193,198,1.283364,103.843247
058615,19,1623,1642,1.283393,103.843166
058617,34,1703,1737,1.283411,103.84313
058656,149,6493,6642,1.288347,103.848954
058657,90,2901,2991,1.288311,103.848924
058658,59,1216,1275,1.288275,103.848895
058659,85,2830,2915,1.2882,103.848835
058660,129,9518,9647,1.288242,103.848866
058661,578,8077,8655,1.287911,103.848661
058662,5,523,528,1.287902,103.848659
058663,7,331,338,1.287886,103.84865
058664,2,321,323,1.287941,103.848683
058665,16,670,686,1.287827,103.848611
058666,8,739,747,1.287762,103.848569
058667,83,1784,1867,1.288095,103.848744
058668,21,123,144,1.288065,103.848727
058669,12,514,526,1.287691,103.848539
058670,52,1079,1131,1.352083,103.819836
058671,3,395,398,1.287635,103.848506
058672,25,33,58,1.287995,103.848643
058673,18,513,531,1.287591,103.848482
058674,3,61,64,1.287937,103.848601
058675,1,390,391,1.287582,103.848472
058676,30,598,628,1.287914,103.848585
058677,69,432,501,1.287498,103.848434
058678,2,434,436,1.287443,103.848403
058679,61,600,661,1.287833,103.848547
058680,23,502,525,1.287413,103.848381
058681,10,454,464,1.287348,103.848346
058682,42,825,867,1.287638,103.848328
058683,0,483,483,1.287298,103.848315
058684,100,625,725,1.28726,103.848298
058685,21,327,348,1.287582,103.848287
058686,17,431,448,1.287238,103.848292
058687,4,114,118,1.287526,103.848261
058688,5,768,773,1.287171,103.848255
058689,554,196,750,1.287487,103.848239
058690,12,227,239,1.287444,103.848207
058691,0,525,525,1.287108,103.848209
058692,14,178,192,1.287408,103.848183
058693,18,1968,1986,1.287034,103.848164
058694,2,117,119,1.287362,103.848158
058695,30,1327,1357,1.286997,103.848148
058696,29,455,484,1.287315,103.848126
058697,49,761,810,1.286949,103.848124
058698,25,1151,1176,1.287259,103.8481
058699,40,1043,1083,1.2869,103.848101
058700,42,1610,1652,1.287003,103.848093
058701,0,549,549,1.286868,103.84809
058702,40,741,781,1.286959,103.848071
058703,20,660,680,1.286797,103.848043
058704,43,457,500,1.286911,103.848053
058705,5,299,304,1.286816,103.848056
058706,10,318,328,1.286861,103.848024
058707,17,343,360,1.286767,103.84803
058708,31,92,123,1.286817,103.847999
058709,17,183,200,1.286693,103.847986
058710,42,490,532,1.286779,103.847974
058711,14,272,286,1.28666,103.847954
058712,16,332,348,1.286732,103.847945
058713,1,236,237,1.286621,103.847932
058714,9,118,127,1.286699,103.847923
058715,18,1261,1279,1.286569,103.84791
058716,22,730,752,1.286686,103.847698
058722,16,2747,2763,1.284882,103.846983
058723,1,21,22,1.284845,103.846962
058724,3,117,120,1.284777,103.846926
058725,2,163,165,1.284737,103.846891
058726,0,29,29,1.284661,103.84687
058727,540,2251,2791,1.285134,103.846524
058728,0,36,36,1.284599,103.846869
058729,28,949,977,1.284588,103.846836
058747,27,1792,1819,1.283566,103.846048
058748,88,2171,2259,1.283369,103.846119
058749,6,156,162,1.283532,103.846023
058750,20,372,392,1.283349,103.846126
058751,3,101,104,1.283503,103.846012
058752,7,310,317,1.283296,103.846104
058753,2,273,275,1.283474,103.845988
058754,7,537,544,1.283297,103.846045
058756,5,988,993,1.283237,103.846053
058757,7,257,264,1.283396,103.845907
058758,18,900,918,1.283085,103.845979
058759,404,1455,1859,1.283327,103.845864
058760,9,186,195,1.283035,103.845952
058762,3,130,133,1.283006,103.845937
058763,32,1910,1942,1.283181,103.845655
058764,3,111,114,1.282998,103.845919
058766,1,91,92,1.282975,103.845933
058767,25,196,221,1.28311,103.845538
058768,13,115,128,1.282915,103.845886
058770,7,123,130,1.282894,103.845897
058772,3,76,79,1.282859,103.845851
058774,6,357,363,1.282844,103.845857
058775,15,362,377,1.282843,103.845632
058776,114,602,716,1.282759,103.845748
058777,10,141,151,1.282826,103.84562
058778,19,188,207,1.282728,103.845754
058779,8,244,252,1.282803,103.845603
058780,9,555,564,1.282689,103.845731
058781,67,683,750,1.282777,103.845588
058782,11,742,753,1.282631,103.84574
058784,37,928,965,1.282589,103.845716
058786,87,1300,1387,1.282574,103.84567
058788,2,174,176,1.28253,103.845685
058790,15,621,636,1.282497,103.845663
058791,2469,22186,24655,1.282599,103.845376
058792,10,566,576,1.282426,103.845635
058793,62,8,70,1.282426,103.845377
058794,28,342,370,1.282382,103.845607
058796,14,265,279,1.282377,103.845564
058798,53,8425,8478,1.282339,103.845528
058800,84,4462,4546,1.282236,103.845527
058801,52,2345,2397,1.282152,103.845217
058803,20,389,409,1.282116,103.845196
058804,31,536,567,1.282217,103.845478
058805,13,483,496,1.282087,103.845182
058806,25,328,353,1.282181,103.845479
058807,10,272,282,1.282057,103.845163
058808,68,229,297,1.28212,103.84545
058809,7,594,601,1.282023,103.845144
058810,8,233,241,1.282076,103.845401
058811,39,174,213,1.28199,103.845127
058812,17,427,444,1.282071,103.845404
058813,83,1879,1962,1.281949,103.845101
058814,24,183,207,1.281996,103.845383
058815,114,2165,2279,1.281913,103.845078
058816,18,693,711,1.281957,103.845337
058817,71,1126,1197,1.281767,103.844989
058818,25,689,714,1.281913,103.845323
058819,22,704,726,1.28173,103.844963
058820,11,636,647,1.352083,103.819836
058821,13,406,419,1.281689,103.844942
058822,26,733,759,1.281856,103.845301
058823,21,323,344,1.281648,103.844926
058824,39,1167,1206,1.281798,103.845273
058825,17,387,404,1.281619,103.84491
058826,111,510,621,1.281778,103.845235
058827,11,578,589,1.281581,103.844879
058828,15,220,235,1.281722,103.845219
058829,28,621,649,1.281547,103.844871
058830,142,4312,4454,1.281686,103.845169
058831,51,2373,2424,1.281515,103.844844
058832,43,1944,1987,1.281579,103.845161
058833,35,652,687,1.281541,103.845138
058834,2,325,327,1.281475,103.845081
058835,22,278,300,1.281478,103.845085
058836,15,464,479,1.281406,103.845066
058837,6,307,313,1.281372,103.845036
058838,18,543,561,1.281333,103.844994
058839,13,2231,2244,1.281316,103.845
058840,284,2303,2587,1.281621,103.844377
058917,11,1,12,1.281948,103.844867
058918,10,1,11,1.281989,103.8448
058919,4,0,4,1.281995,103.844726
058922,2,1,3,1.282061,103.844656
058923,2,0,2,1.28205,103.844621
058924,4,0,4,1.282125,103.844692
058925,3,0,3,1.282077,103.844584
058926,2,0,2,1.282093,103.8446
058927,1,2,3,1.282104,103.844537
058928,3,0,3,1.282112,103.84457
058929,3,0,3,1.282134,103.844487
058930,4,0,4,1.282125,103.844545
058931,33,0,33,1.282158,103.844438
058932,4,0,4,1.282142,103.844515
058933,1,1,2,1.282182,103.844394
058935,0,1,1,1.282207,103.844356
058936,0,1,1,1.28218,103.844454
058937,1,0,1,1.282227,103.844312
058938,2,1,3,1.282219,103.844383
058939,3,1,4,1.282252,103.844268
058940,10,0,10,1.28224,103.844346
058941,5,0,5,1.282259,103.844255
058942,4,1,5,1.282261,103.84431
058943,4,0,4,1.282278,103.844223
058944,8,1,9,1.282277,103.844284
058945,2,1,3,1.282321,103.844144
058946,13,0,13,1.282334,103.844118
058948,17,0,17,1.282345,103.844103
058950,3,0,3,1.282378,103.844042
058952,4,0,4,1.282385,103.844029
058953,9,28,37,1.282287,103.843895
058954,13,34,47,1.282671,103.84368
058955,1,8,9,1.282685,103.843643
058956,14,31,45,1.282728,103.843572
058957,9,81,90,1.282742,103.843558
058958,9,128,137,1.282763,103.843512
058959,11,214,225,1.282792,103.843468
058960,1,184,185,1.282819,103.843426
058961,8,226,234,1.282843,103.843388
058962,2,327,329,1.282871,103.843347
058963,7,290,297,1.28289,103.843312
058964,9,218,227,1.282914,103.843265
058965,3,362,365,1.282945,103.843217
058966,4,169,173,1.282958,103.843195
058967,23,442,465,1.282988,103.843124
058968,9,333,342,1.283017,103.843096
058969,6,361,367,1.283043,103.843061
058970,3,249,252,1.283175,103.843056
058971,13,228,241,1.283087,103.843022
058972,74,654,728,1.283106,103.842972
059011,8,2,10,1.281652,103.844498
059013,6,0,6,1.281715,103.844404
059014,1,0,1,1.281739,103.844368
059016,0,2,2,1.281779,103.844292
059017,6,0,6,1.281802,103.844249
059018,0,1,1,1.281821,103.844208
059019,3,0,3,1.281844,103.844168
059020,2,2,4,1.281864,103.844129
059024,0,2,2,1.281923,103.844011
059026,2,0,2,1.281954,103.843934
059028,0,1,1,1.282011,103.843841
059029,4,9,13,1.282042,103.843801
059108,2448,25312,27760,1.284095,103.842531
059186,4,6,10,1.283234,103.844937
059187,8,0,8,1.283252,103.844864
059188,2,1,3,1.283273,103.844827
059189,2,0,2,1.283329,103.844724
059190,2,5,7,1.283022,103.844876
059191,1,1,2,1.283352,103.844681
059192,0,2,2,1.283047,103.844841
059194,0,2,2,1.283076,103.844805
059195,0,2,2,1.283389,103.844612
059198,1,0,1,1.283123,103.844734
059199,0,1,1,1.283434,103.844523
059203,0,1,1,1.283476,103.844429
059204,0,1,1,1.283222,103.844563
059205,2,1,3,1.283484,103.84439
059207,1,0,1,1.283507,103.84435
059208,0,1,1,1.283271,103.844493
059209,0,1,1,1.283534,103.844318
059210,1,2,3,1.283224,103.844439
059212,0,1,1,1.283423,103.844144
059216,0,2,2,1.283453,103.844082
059217,1,1,2,1.283652,103.844126
059218,0,1,1,1.283478,103.844048
059220,2,0,2,1.283505,103.843985
059221,0,1,1,1.283701,103.844056
059222,4,0,4,1.283535,103.843948
059223,4,1,5,1.283727,103.844017
059224,1,0,1,1.28357,103.843897
059225,3,0,3,1.283748,103.843985
059228,0,1,1,1.283614,103.843834
059229,1,1,2,1.283803,103.843898
059230,1,2,3,1.283635,103.843802
059231,1,1,2,1.283832,103.843844
059232,0,4,4,1.283663,103.843749
059233,1,5,6,1.283851,103.8438
059235,0,2,2,1.283872,103.843756
059236,2,1,3,1.287179,103.84649
059238,1,2,3,1.283728,103.843646
059239,3,4,7,1.283913,103.843682
059240,5,3,8,1.283758,103.843597
059241,0,9,9,1.283928,103.843647
059242,1,19,20,1.283775,103.843579
059243,1,15,16,1.283965,103.843609
059282,54,602,656,1.286664,103.847207
059284,51,381,432,1.28673,103.84749
059286,6,171,177,1.286802,103.847371
059287,1,69,70,1.286828,103.847322
059288,24,86,110,1.286852,103.847278
059289,0,150,150,1.286872,103.847236
059290,4,142,146,1.28689,103.847195
059291,5,179,184,1.286911,103.847156
059292,0,22,22,1.286931,103.847107
059293,430,39,469,1.286956,103.847069
059294,35,165,200,1.286978,103.847022
059295,51,50,101,1.286998,103.846982
059296,3,154,157,1.287017,103.846939
059297,45,52,97,1.287049,103.846899
059298,10,60,70,1.28708,103.846841
059299,87,61,148,1.287115,103.846782
059300,28,65,93,1.287134,103.846738
059301,36,387,423,1.28715,103.846697
059302,2,27,29,1.287172,103.84666
059303,3,250,253,1.287189,103.846623
059304,220,1501,1721,1.287324,103.846426
059305,5,230,235,1.287179,103.84649
059383,205,8646,8851,1.28902,103.847701
059384,59,4688,4747,1.288962,103.847668
059385,7,573,580,1.28892,103.847648
059386,22,2057,2079,1.288887,103.847618
059387,29,1871,1900,1.288859,103.847575
059388,28,2285,2313,1.288832,103.847557
059389,7,638,645,1.352083,103.819836
059390,43,1538,1581,1.288749,103.847469
059391,47,3670,3717,1.288663,103.847424
059392,2,6,8,1.288639,103.847409
059393,25,1210,1235,1.28865,103.847383
059394,4,8,12,1.288623,103.847389
059395,119,3574,3693,1.288376,103.847177
059398,23,437,460,1.288276,103.84711
059400,12,284,296,1.288217,103.84705
059401,7,112,119,1.288193,103.847025
059402,23,382,405,1.28814,103.846978
059404,3,192,195,1.288095,103.846948
059405,50,792,842,1.288054,103.846906
059406,39,1347,1386,1.288006,103.846874
059407,42,3366,3408,1.28797,103.846838
059413,7309,41124,48433,1.285202,103.84494
059418,497,5155,5652,1.284583,103.844095
059419,28,1810,1838,1.281272,103.840786
059422,47,5723,5770,1.284398,103.843941
059423,29,13132,13161,1.284197,103.843782
059424,0,3,3,1.287724,103.846491
059425,58,6,64,1.287721,103.846489
059426,9,0,9,1.287718,103.846486
059428,7,4290,4297,1.284058,103.843678
059429,23,3573,3596,1.284052,103.843598
059430,1,1758,1759,1.284034,103.843597
059431,13,1569,1582,1.283984,103.843542
059432,804,32894,33698,1.283639,103.843311
059433,83,9997,10080,1.28345,103.843036
059434,8,1205,1213,1.283382,103.843036
059435,3,1298,1301,1.28334,103.843004
059436,11,2095,2106,1.283302,103.842955
059437,13,3969,3982,1.283261,103.842925
059438,26,3073,3099,1.283233,103.842884
059439,51,6673,6724,1.283159,103.842876
059441,11,1122,1133,1.283331,103.842965
059442,6,475,481,1.288309,103.847135
059443,115,8258,8373,1.28402,103.842989
059483,17,469,486,1.284104,103.843929
059484,19,189,208,1.284093,103.843963
059485,8,147,155,1.284032,103.844054
059486,10,95,105,1.28412,103.844152
059487,10,99,109,1.284074,103.844215
059488,114,66,180,1.28406,103.844242
059489,23,54,77,1.284019,103.844302
059490,6,50,56,1.284004,103.844332
059491,174,54,228,1.283985,103.84436
059492,17,105,122,1.283964,103.844399
059493,11,93,104,1.283941,103.844437
059494,14,88,102,1.283924,103.844474
059495,5,22,27,1.283904,103.84451
059496,17,46,63,1.283886,103.844536
059497,44,46,90,1.283873,103.844564
059498,685,30,715,1.28384,103.844612
059499,5,128,133,1.283821,103.844647
059500,59,83,142,1.283801,103.844697
059501,16,121,137,1.283692,103.84466
059502,86,101,187,1.283665,103.844732
059503,66,128,194,1.283622,103.844737
059504,17,204,221,1.283599,103.84478
059505,121,537,658,1.283501,103.845586
059506,18,61,79,1.283527,103.845535
059507,38,273,311,1.283561,103.845475
059508,83,207,290,1.283569,103.845415
059509,36,270,306,1.283601,103.845362
059510,148,149,297,1.283633,103.845313
059511,89,377,466,1.283644,103.845295
059512,27,63,90,1.283677,103.845228
059513,51,40,91,1.283721,103.845161
059514,14,90,104,1.283737,103.845126
059515,1,74,75,1.283769,103.845067
059516,70,87,157,1.283782,103.845036
059517,10,49,59,1.283818,103.844976
059518,9,52,61,1.283839,103.844932
059519,25,188,213,1.283865,103.844878
059520,31,250,281,1.283998,103.844685
059521,64,42,106,1.284009,103.844662
059522,29,113,142,1.284024,103.844648
059523,82,84,166,1.284039,103.844626
059524,17,96,113,1.284143,103.844446
059525,21,359,380,1.284182,103.844376
059526,987,180,1167,1.28422,103.844294
059527,29,274,303,1.284272,103.844212
059528,391,1590,1981,1.284332,103.844104
059567,1573,16500,18073,1.288526,103.842085
059568,17,1417,1434,1.289392,103.842677
059570,247,16967,17214,1.288819,103.842322
059571,504,1612,2116,1.289178,103.842709
059572,766,5614,6380,1.288857,103.842346
059573,3402,7156,10558,1.289123,103.842014
059607,68,808,876,1.287873,103.844195
059608,631,2498,3129,1.288187,103.844007
059647,16,346,362,1.287366,103.847868
059648,899,65,964,1.287381,103.847841
059649,1,61,62,1.287433,103.847766
059650,205,191,396,1.287458,103.847722
059651,10,45,55,1.287473,103.847686
059652,16,130,146,1.287488,103.847661
059653,23,160,183,1.287519,103.847601
059654,42,115,157,1.28754,103.847567
059655,16,331,347,1.287567,103.847514
059656,4,104,108,1.287596,103.847468
059658,436,216,652,1.287625,103.847418
059660,112,255,367,1.28769,103.847304
059661,62,104,166,1.28772,103.847253
059662,15,196,211,1.287743,103.847224
059663,1997,251,2248,1.287768,103.847172
059664,2,168,170,1.352083,103.819836
059665,35,1086,1121,1.287813,103.847068
059666,180,1197,1377,1.287689,103.846932
059667,458,28,486,1.287655,103.846983
059668,367,8,375,1.287632,103.84704
059669,59,1005,1064,1.28761,103.847071
059670,42,12,54,1.287591,103.84711
059671,8,2,10,1.287567,103.847157
059672,117,164,281,1.287524,103.847243
059673,0,62,62,1.287546,103.847215
059674,6,3,9,1.287505,103.847299
059675,46,341,387,1.28748,103.847359
059676,59,132,191,1.287448,103.847405
059677,49,5,54,1.287392,103.84751
059678,496,126,622,1.287406,103.847482
059679,514,137,651,1.287379,103.847527
059680,1,8,9,1.287334,103.847609
059681,243,572,815,1.287324,103.847628
059682,11,7,18,1.287287,103.847665
059683,211,54,265,1.287267,103.847709
059684,723,116,839,1.352083,103.819836
059685,201,255,456,1.287224,103.847792
059724,883,10264,11147,1.286997,103.842782
059725,335,4640,4975,1.287177,103.843914
059726,58,4871,4929,1.286106,103.84341
059763,248,8831,9079,1.287135,103.84517
059764,1212,5122,6334,1.287552,103.843951
059765,3134,5064,8198,1.288304,103.842986
059803,54,4359,4413,1.287248,103.845737
059804,1224,71159,72383,1.286551,103.844618
059805,64,5248,5312,1.284775,103.843619
059810,39,5121,5160,1.284591,103.843259
059811,124,10160,10284,1.283099,103.841629
059813,130,2980,3110,1.281969,103.840885
059814,59,2610,2669,1.278424,103.83749
059815,836,10752,11588,1.288751,103.846837
059816,205,1551,1756,1.279742,103.839381
059817,2991,38781,41772,1.288424,103.846694
059818,5016,22202,27218,1.288529,103.846784
059819,113,5663,5776,1.288477,103.846732
059820,33,3,36,1.281272,103.840786
059892,11,248,259,1.287945,103.848218
059893,6,115,121,1.287968,103.848187
059894,2,41,43,1.288066,103.848053
059895,0,3,3,1.288067,103.848059
059896,0,11,11,1.288116,103.847991
059897,0,171,171,1.288055,103.848067
059898,1,0,1,1.288108,103.848002
059899,12,0,12,1.288086,103.848033
059902,7,53,60,1.288152,103.847948
059904,113,78,191,1.288199,103.847892
059905,241,29,270,1.288242,103.847829
059906,218,22,240,1.288304,103.847757
059907,29,82,111,1.288314,103.84774
059908,276,48,324,1.288373,103.847663
059909,10,53,63,1.288202,103.847502
059910,20,41,61,1.288186,103.847534
059911,317,58,375,1.288172,103.847557
059912,12,93,105,1.288127,103.84762
059915,62,87,149,1.288071,103.847723
059916,0,78,78,1.288032,103.847782
059917,18,1,19,1.288008,103.847815
059918,16,34,50,1.287966,103.847868
059919,23,36,59,1.287946,103.847915
059920,15,42,57,1.2879,103.848012
059921,660,4,664,1.287917,103.847996
059922,86,83,169,1.287848,103.848089
059923,204,170,374,1.288266,103.847411
059962,25,430,455,1.281672,103.843887
068574,339,742,1081,1.299509,103.837
068575,24,158,182,1.299509,103.837
068576,11,204,215,1.299509,103.837
068577,7,161,168,1.299509,103.837
068578,7,158,165,1.281693,103.848318
068579,127,787,914,1.299509,103.837
